marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
hp,2014.0,4,8,2,não,0,3,572.0,FULLHD,TN,,1000,1000,ultraportatil
xiaomi,2016.0,10,12,8,não,0,3,437.0,4K,AMOLED,,0,1000,premium
xiaomi,2020.0,6,7,8,não,0,2,439.0,4K,OLED,,0,2000,premium
acer,2021.0,12,19,16,sim,6,4,176.0,QUADHD,AMOLED,,0,1000,jogos_premium
razer,2023.0,8,13,8,não,0,2,560.0,4K,AMOLED,,0,500,premium
asus,2020.0,4,5,8,não,0,3,553.0,4K,AMOLED,não,0,1000,premium
asus,2013.0,6,8,12,não,0,2,81.0,FULLHD,AMOLED,,2000,250,2em1
dell,,8,9,64,não,0,3,469.0,HD,OLED,não,1000,0,intermediario
positivo,,10,12,2,não,0,1,221.0,HD,IPS,,1000,0,entrada
asus,2021.0,4,4,2,não,0,3,187.0,HD,VA,não,250,0,intermediario
samsung,2013.0,6,10,16,não,0,2,176.0,FULLHD,IPS,,2000,250,2em1
positivo,2021.0,10,16,16,não,0,2,216.0,HD,TN,não,250,0,entrada
samsung,2011.0,4,6,16,não,0,4,253.0,HD,TN,não,0,1000,intermediario
samsung,2018.0,6,8,8,não,0,1,250.0,HD,OLED,,2000,0,intermediario
xiaomi,2017.0,8,13,8,não,0,3,552.0,FULLHD,AMOLED,não,0,1000,premium
apple,2023.0,12,13,8,não,0,2,502.0,FULLHD,AMOLED,,0,2000,premium
hp,2018.0,8,14,16,sim,6,2,135.0,FULLHD,VA,não,0,250,jogos_intermediarios
acer,2013.0,6,10,4,não,0,3,,FULLHD,VA,,1000,2000,ultraportatil
asus,2014.0,12,15,16,não,0,2,422.0,FULLHD,IPS,sim,500,250,premium
razer,,4,7,8,não,0,3,581.0,QUADHD,OLED,,0,2000,premium
dell,,10,19,6,não,0,4,,HD,IPS,,1000,0,entrada
hp,2018.0,12,24,12,sim,4,1,95.0,4K,IPS,,0,250,jogos_intermediarios
razer,2016.0,10,17,32,sim,6,4,62.0,QUADHD,AMOLED,não,0,250,jogos_premium
lenovo,2020.0,4,4,8,não,0,2,551.0,FULLHD,VA,,0,1000,ultraportatil
samsung,2020.0,6,9,12,sim,4,4,163.0,FULLHD,IPS,,0,1000,jogos_intermediarios
razer,2019.0,10,20,16,não,0,2,504.0,QUADHD,OLED,,0,2000,premium
acer,2011.0,4,8,16,sim,6,2,67.0,QUADHD,VA,,1000,250,jogos_intermediarios
dell,,12,14,16,sim,6,3,134.0,FULLHD,OLED,,0,1000,jogos_premium
samsung,2018.0,6,11,16,sim,4,2,116.0,QUADHD,TN,não,0,250,jogos_intermediarios
lenovo,2016.0,6,7,4,não,0,4,86.0,HD,VA,não,2000,0,intermediario
acer,2023.0,8,13,8,não,0,3,56.0,FULLHD,IPS,sim,0,250,2em1
samsung,2022.0,6,9,12,não,0,4,342.0,HD,OLED,não,0,2000,intermediario
,2023.0,10,14,64,não,0,1,32.0,HD,TN,,0,1000,entrada
xiaomi,2023.0,12,14,8,não,0,3,578.0,4K,OLED,não,0,500,premium
razer,,10,20,16,sim,6,4,33.0,4K,OLED,,0,500,jogos_premium
acer,2015.0,8,8,16,não,0,1,311.0,HD,TN,,250,0,entrada
apple,2012.0,12,15,8,não,0,3,587.0,4K,AMOLED,,1000,250,premium
samsung,2020.0,10,12,16,não,0,3,447.0,FULLHD,AMOLED,sim,0,250,premium
lenovo,2022.0,4,4,16,não,0,4,490.0,HD,TN,,250,125,entrada
samsung,2019.0,4,7,32,não,0,3,345.0,HD,IPS,,500,0,entrada
xiaomi,2012.0,6,11,8,não,0,2,539.0,QUADHD,AMOLED,não,0,250,premium
acer,2011.0,8,12,16,sim,6,1,131.0,FULLHD,TN,não,2000,1000,jogos_intermediarios
positivo,2015.0,8,14,4,não,0,1,125.0,HD,IPS,,250,0,entrada
razer,,12,12,16,não,0,2,560.0,QUADHD,OLED,,0,2000,premium
hp,2012.0,4,5,2,não,0,3,,FULLHD,TN,,0,500,ultraportatil
apple,2013.0,4,7,8,não,0,3,485.0,4K,AMOLED,não,500,250,premium
hp,2018.0,4,6,12,sim,6,2,102.0,4K,VA,não,0,250,jogos_intermediarios
huawei,2019.0,6,12,16,não,0,3,573.0,FULLHD,OLED,,0,1000,premium
xiaomi,,10,18,16,não,0,3,559.0,FULLHD,OLED,não,0,250,premium
asus,2010.0,6,10,8,não,0,3,415.0,QUADHD,AMOLED,,500,250,premium
acer,2016.0,10,17,8,não,0,3,598.0,FULLHD,VA,não,0,500,ultraportatil
apple,2021.0,6,6,8,não,0,2,,QUADHD,AMOLED,não,0,250,premium
hp,2013.0,6,6,12,não,0,2,522.0,FULLHD,OLED,,2000,2000,ultraportatil
huawei,2019.0,12,15,8,não,0,2,,FULLHD,OLED,,0,500,premium
asus,2014.0,8,15,2,não,0,2,506.0,HD,VA,não,500,0,intermediario
hp,2020.0,12,24,12,sim,4,4,41.0,FULLHD,IPS,não,0,500,jogos_entrada
razer,2011.0,4,4,8,não,0,3,533.0,FULLHD,OLED,,500,250,premium
hp,2012.0,10,20,16,sim,6,1,78.0,FULLHD,OLED,,1000,125,jogos_intermediarios
positivo,,6,11,6,não,0,1,232.0,HD,IPS,,500,0,entrada
positivo,2022.0,12,24,32,não,0,4,224.0,HD,TN,não,0,250,entrada
samsung,2017.0,10,10,16,não,0,2,513.0,FULLHD,AMOLED,sim,0,500,premium
positivo,2021.0,12,14,4,não,0,2,100.0,HD,TN,,500,0,entrada
hp,2015.0,6,10,12,sim,4,3,187.0,QUADHD,VA,,0,2000,jogos_intermediarios
xiaomi,,6,12,8,não,0,3,521.0,4K,OLED,não,0,500,premium
dell,2022.0,8,11,12,sim,4,4,37.0,QUADHD,TN,não,0,250,jogos_intermediarios
lenovo,2016.0,6,8,4,não,0,3,570.0,FULLHD,IPS,,0,2000,ultraportatil
lenovo,2012.0,2,4,8,não,0,2,564.0,FULLHD,IPS,,1000,2000,ultraportatil
asus,2015.0,4,8,2,não,0,1,593.0,HD,TN,,250,0,entrada
razer,2012.0,8,14,16,sim,6,1,116.0,4K,AMOLED,não,250,250,jogos_premium
acer,2021.0,8,12,16,sim,6,4,59.0,QUADHD,TN,,0,250,jogos_intermediarios
positivo,2022.0,4,5,16,não,0,2,177.0,HD,TN,,250,500,entrada
asus,2021.0,4,7,4,não,0,1,437.0,HD,OLED,,500,0,intermediario
dell,2019.0,12,16,16,sim,6,4,73.0,FULLHD,IPS,,0,250,jogos_intermediarios
asus,2014.0,4,5,2,não,0,3,592.0,FULLHD,IPS,não,0,250,ultraportatil
samsung,2010.0,4,7,2,não,0,1,248.0,HD,IPS,,0,250,entrada
asus,2013.0,4,7,6,não,0,4,131.0,HD,VA,,1000,0,intermediario
huawei,,6,10,8,não,0,2,437.0,QUADHD,AMOLED,,0,250,premium
apple,2014.0,12,17,8,não,0,2,578.0,FULLHD,AMOLED,não,250,250,premium
positivo,2022.0,12,15,12,não,0,1,252.0,HD,IPS,,1000,500,entrada
hp,,6,9,8,sim,4,2,48.0,FULLHD,VA,não,2000,250,jogos_entrada
razer,2020.0,8,9,32,sim,6,4,,4K,OLED,,0,250,jogos_premium
apple,2021.0,12,24,16,não,0,2,,QUADHD,OLED,não,0,250,premium
lenovo,2013.0,2,3,16,não,0,2,157.0,FULLHD,AMOLED,,1000,250,2em1
asus,2011.0,4,4,4,não,0,1,258.0,HD,TN,,250,0,intermediario
hp,2020.0,4,5,12,sim,6,4,177.0,QUADHD,TN,,0,250,jogos_intermediarios
hp,2011.0,12,13,12,sim,6,4,152.0,FULLHD,OLED,não,500,125,jogos_intermediarios
razer,2016.0,10,18,16,sim,6,4,91.0,QUADHD,OLED,não,0,1000,jogos_premium
samsung,2020.0,12,22,16,não,0,3,426.0,4K,AMOLED,sim,0,250,premium
lenovo,2010.0,2,4,2,não,0,3,385.0,HD,VA,,250,0,intermediario
razer,2017.0,10,17,16,sim,6,4,110.0,FULLHD,OLED,não,0,2000,jogos_premium
acer,2021.0,8,11,8,não,0,4,373.0,HD,IPS,,500,0,entrada
razer,2022.0,12,13,8,não,0,3,582.0,QUADHD,OLED,,0,250,premium
dell,,10,11,8,sim,2,3,139.0,FULLHD,OLED,,0,2000,jogos_entrada
lenovo,2023.0,4,4,2,não,0,4,183.0,HD,VA,não,0,1000,intermediario
xiaomi,2011.0,6,9,16,não,0,3,598.0,QUADHD,OLED,não,500,250,premium
dell,,6,7,2,não,0,4,249.0,HD,IPS,não,0,1000,entrada
positivo,2016.0,10,10,16,não,0,3,78.0,HD,IPS,não,1000,0,entrada
asus,2011.0,6,11,4,não,0,3,169.0,HD,IPS,não,500,0,entrada
dell,2021.0,12,24,64,não,0,3,59.0,FULLHD,AMOLED,sim,0,250,2em1
positivo,2010.0,2,4,6,não,0,2,167.0,HD,TN,,500,0,entrada
asus,2020.0,4,4,6,não,0,4,100.0,HD,TN,não,250,0,intermediario
huawei,2015.0,12,22,16,não,0,2,565.0,QUADHD,OLED,,0,500,premium
asus,,10,19,64,não,0,4,348.0,HD,TN,não,500,0,entrada
asus,2015.0,8,11,16,não,0,2,563.0,4K,IPS,sim,0,1000,premium
dell,2010.0,4,7,12,sim,6,3,103.0,4K,OLED,não,1000,1000,jogos_intermediarios
positivo,2014.0,4,5,32,não,0,1,61.0,HD,TN,não,2000,0,entrada
apple,2021.0,4,5,16,não,0,2,494.0,4K,OLED,,0,1000,premium
dell,2018.0,4,4,32,sim,6,2,198.0,QUADHD,AMOLED,,0,2000,jogos_premium
razer,2017.0,6,6,16,não,0,3,433.0,QUADHD,OLED,não,0,1000,premium
samsung,2015.0,6,11,6,não,0,2,,HD,VA,,0,2000,intermediario
asus,2017.0,6,8,16,não,0,2,307.0,FULLHD,AMOLED,sim,0,250,2em1
acer,2011.0,4,7,8,sim,4,2,153.0,FULLHD,OLED,,500,500,jogos_entrada
positivo,2015.0,10,12,2,não,0,2,135.0,HD,IPS,não,500,0,entrada
lenovo,2022.0,6,8,8,não,0,2,455.0,4K,AMOLED,não,0,250,premium
huawei,2011.0,12,19,16,não,0,3,517.0,QUADHD,AMOLED,não,2000,250,premium
apple,2019.0,12,22,16,não,0,2,414.0,4K,OLED,não,0,250,premium
huawei,2019.0,12,12,8,não,0,2,429.0,FULLHD,AMOLED,,0,250,premium
asus,2010.0,4,4,16,não,0,3,567.0,FULLHD,AMOLED,,0,250,2em1
samsung,2017.0,6,12,12,não,0,1,39.0,HD,OLED,,500,0,intermediario
samsung,2017.0,6,12,16,não,0,3,,FULLHD,IPS,sim,0,1000,premium
dell,2016.0,6,6,12,sim,4,4,113.0,4K,OLED,não,0,500,jogos_intermediarios
apple,2015.0,4,5,8,não,0,2,445.0,FULLHD,OLED,não,0,250,premium
huawei,2016.0,4,6,16,não,0,2,,4K,OLED,,0,2000,premium
xiaomi,2019.0,8,8,8,não,0,2,468.0,QUADHD,AMOLED,não,0,250,premium
apple,2014.0,12,23,16,não,0,3,474.0,4K,AMOLED,,1000,250,premium
lenovo,2022.0,12,13,12,sim,4,4,104.0,FULLHD,OLED,,0,500,jogos_entrada
huawei,2010.0,8,13,16,não,0,2,422.0,QUADHD,AMOLED,não,500,250,premium
razer,2010.0,6,9,8,não,0,3,533.0,QUADHD,AMOLED,não,250,250,premium
lenovo,2023.0,8,10,16,sim,8,4,138.0,QUADHD,AMOLED,não,0,1000,jogos_premium
huawei,2020.0,6,7,16,não,0,2,441.0,FULLHD,OLED,,0,250,premium
samsung,2021.0,4,8,16,não,0,3,447.0,FULLHD,AMOLED,,0,250,premium
dell,2012.0,4,4,8,sim,2,4,162.0,FULLHD,IPS,,500,250,jogos_entrada
positivo,2014.0,8,13,4,não,0,2,221.0,HD,IPS,,0,1000,entrada
positivo,2018.0,10,15,12,não,0,3,44.0,HD,IPS,,500,0,entrada
positivo,2018.0,10,11,32,não,0,2,89.0,HD,IPS,,250,0,entrada
acer,2021.0,8,9,8,sim,4,4,165.0,FULLHD,OLED,,0,250,jogos_entrada
xiaomi,2013.0,8,11,16,não,0,2,423.0,4K,OLED,,500,250,premium
dell,2020.0,6,9,6,não,0,1,235.0,HD,IPS,não,1000,0,entrada
asus,2012.0,6,6,8,não,0,3,515.0,FULLHD,VA,,500,1000,ultraportatil
apple,2016.0,8,10,16,não,0,3,556.0,FULLHD,AMOLED,não,0,250,premium
acer,2021.0,4,5,16,sim,6,4,162.0,FULLHD,OLED,,0,500,jogos_intermediarios
acer,2010.0,2,2,4,não,0,3,528.0,HD,TN,,1000,0,intermediario
apple,2010.0,8,16,16,não,0,3,409.0,QUADHD,AMOLED,,1000,250,premium
razer,2012.0,10,10,8,não,0,2,504.0,4K,AMOLED,não,0,500,premium
positivo,2013.0,6,6,8,não,0,1,67.0,HD,IPS,não,0,250,entrada
positivo,2023.0,8,16,2,não,0,2,155.0,HD,TN,,0,250,entrada
apple,2015.0,8,14,8,não,0,2,506.0,4K,AMOLED,não,0,250,premium
positivo,2018.0,8,11,8,não,0,3,93.0,HD,IPS,não,500,0,entrada
positivo,2021.0,8,12,32,não,0,2,225.0,HD,IPS,,0,250,entrada
huawei,2020.0,6,7,8,não,0,3,409.0,4K,OLED,não,0,2000,premium
apple,,6,9,16,não,0,2,546.0,4K,AMOLED,,0,2000,premium
asus,,4,8,4,não,0,1,216.0,HD,TN,,0,250,intermediario
asus,2023.0,4,8,16,não,0,2,243.0,HD,IPS,,0,250,intermediario
samsung,2017.0,10,19,4,não,0,1,510.0,HD,TN,,500,0,entrada
xiaomi,2020.0,4,6,8,não,0,2,,QUADHD,OLED,,0,500,premium
positivo,2022.0,10,17,8,não,0,3,243.0,HD,IPS,,0,2000,entrada
lenovo,2015.0,6,12,2,não,0,4,59.0,HD,TN,,250,0,entrada
apple,2018.0,8,15,8,não,0,3,462.0,FULLHD,OLED,,0,2000,premium
positivo,2017.0,8,16,32,não,0,3,141.0,HD,TN,,1000,0,entrada
samsung,2022.0,10,15,16,sim,8,4,67.0,QUADHD,OLED,,0,250,jogos_premium
acer,2023.0,4,8,8,sim,2,4,77.0,FULLHD,VA,não,0,250,jogos_entrada
acer,2011.0,4,5,8,não,0,1,,HD,TN,não,0,2000,entrada
samsung,2011.0,6,6,4,não,0,2,,FULLHD,AMOLED,,1000,250,2em1
asus,2018.0,4,4,16,não,0,2,459.0,QUADHD,OLED,não,0,1000,premium
lenovo,2023.0,10,10,8,não,0,3,565.0,FULLHD,OLED,,0,1000,premium
lenovo,2023.0,6,10,12,não,0,4,81.0,HD,TN,,0,250,entrada
samsung,2010.0,8,13,16,sim,6,1,,FULLHD,AMOLED,não,250,125,jogos_premium
xiaomi,2021.0,10,11,8,não,0,3,518.0,QUADHD,AMOLED,não,0,250,premium
hp,2013.0,6,7,12,não,0,2,565.0,FULLHD,OLED,não,1000,1000,ultraportatil
positivo,2017.0,4,8,12,não,0,3,132.0,HD,IPS,não,1000,0,entrada
hp,2014.0,4,6,16,sim,6,4,71.0,4K,VA,não,1000,1000,jogos_intermediarios
huawei,2018.0,6,11,16,não,0,2,424.0,4K,OLED,não,0,1000,premium
huawei,2012.0,4,5,16,não,0,2,455.0,4K,AMOLED,,500,250,premium
dell,,4,5,2,não,0,3,,FULLHD,TN,não,0,1000,ultraportatil
hp,2018.0,10,14,12,sim,6,2,150.0,4K,TN,,0,250,jogos_intermediarios
xiaomi,2023.0,12,14,16,não,0,2,556.0,FULLHD,AMOLED,não,0,250,premium
asus,2013.0,4,6,6,não,0,3,486.0,FULLHD,IPS,sim,1000,250,2em1
lenovo,2015.0,8,8,8,sim,2,1,165.0,FULLHD,TN,não,0,250,jogos_entrada
asus,2019.0,6,8,12,não,0,2,541.0,FULLHD,TN,não,0,500,ultraportatil
apple,2012.0,12,23,8,não,0,3,417.0,FULLHD,AMOLED,,1000,250,premium
hp,2014.0,4,8,12,sim,4,4,37.0,FULLHD,OLED,não,1000,125,jogos_entrada
apple,2021.0,8,9,16,não,0,2,427.0,QUADHD,AMOLED,não,0,250,premium
huawei,,4,5,16,não,0,2,476.0,QUADHD,AMOLED,não,0,250,premium
lenovo,2022.0,6,7,12,sim,8,4,192.0,QUADHD,OLED,,0,500,jogos_intermediarios
positivo,2022.0,12,20,6,não,0,1,173.0,HD,IPS,,250,125,entrada
apple,2012.0,4,6,16,não,0,2,537.0,QUADHD,AMOLED,,250,250,premium
asus,2013.0,6,8,2,não,0,2,583.0,FULLHD,IPS,não,500,1000,ultraportatil
lenovo,,10,10,6,não,0,2,41.0,HD,TN,,0,1000,intermediario
,2023.0,10,13,8,não,0,3,211.0,HD,IPS,não,0,500,intermediario
dell,2014.0,4,7,2,não,0,2,486.0,HD,IPS,não,1000,0,entrada
razer,2020.0,6,6,16,sim,6,4,32.0,4K,AMOLED,,0,250,jogos_premium
positivo,2016.0,8,13,8,não,0,3,191.0,HD,TN,não,1000,0,entrada
hp,2012.0,6,6,8,não,0,3,505.0,FULLHD,VA,,500,500,ultraportatil
apple,,4,6,8,não,0,2,496.0,4K,OLED,,0,2000,premium
xiaomi,2022.0,12,17,16,não,0,2,579.0,4K,OLED,não,0,2000,premium
xiaomi,2013.0,8,15,16,não,0,2,433.0,QUADHD,AMOLED,,0,500,premium
huawei,2018.0,6,6,16,não,0,2,445.0,FULLHD,AMOLED,,0,2000,premium
xiaomi,2012.0,10,17,8,não,0,2,441.0,FULLHD,AMOLED,não,500,250,premium
asus,2011.0,2,2,8,não,0,3,31.0,HD,OLED,,1000,0,intermediario
asus,2022.0,4,8,6,não,0,2,496.0,HD,IPS,não,1000,250,entrada
acer,2011.0,6,7,16,sim,6,4,156.0,FULLHD,TN,não,0,2000,jogos_intermediarios
huawei,2012.0,4,4,16,não,0,2,410.0,FULLHD,AMOLED,não,2000,250,premium
razer,2022.0,4,8,8,não,0,3,572.0,QUADHD,OLED,,0,250,premium
xiaomi,2022.0,8,12,8,não,0,3,429.0,4K,OLED,não,0,2000,premium
razer,2022.0,10,14,32,sim,12,4,113.0,FULLHD,AMOLED,não,0,250,jogos_premium
dell,2023.0,4,7,12,não,0,2,531.0,FULLHD,IPS,,0,2000,ultraportatil
lenovo,2018.0,6,12,12,sim,2,3,,FULLHD,IPS,,0,500,jogos_entrada
apple,2014.0,10,10,8,não,0,2,411.0,4K,OLED,,500,250,premium
huawei,2014.0,8,15,8,não,0,2,509.0,4K,AMOLED,,2000,250,premium
dell,2023.0,12,12,32,sim,12,4,199.0,QUADHD,AMOLED,,0,250,jogos_premium
huawei,2023.0,10,12,16,não,0,2,458.0,QUADHD,OLED,,0,250,premium
huawei,2022.0,6,8,8,não,0,3,529.0,FULLHD,AMOLED,,0,1000,premium
xiaomi,,12,20,8,não,0,2,594.0,QUADHD,OLED,,1000,250,premium
samsung,2020.0,12,16,2,não,0,1,585.0,HD,TN,não,0,2000,entrada
huawei,,10,19,8,não,0,3,505.0,4K,OLED,não,0,500,premium
huawei,2023.0,6,10,8,não,0,3,459.0,4K,OLED,não,0,250,premium
huawei,2019.0,4,5,16,não,0,3,432.0,FULLHD,OLED,não,0,500,premium
positivo,2010.0,6,6,6,não,0,1,95.0,HD,IPS,não,500,0,entrada
positivo,2013.0,4,5,6,não,0,3,161.0,HD,IPS,,250,0,entrada
acer,2014.0,6,11,32,sim,6,2,97.0,FULLHD,AMOLED,não,2000,125,jogos_premium
lenovo,2010.0,4,4,6,não,0,2,219.0,FULLHD,AMOLED,,500,250,2em1
acer,2012.0,12,16,32,sim,6,1,180.0,FULLHD,AMOLED,,0,250,jogos_premium
apple,2020.0,12,14,8,não,0,2,476.0,4K,OLED,,0,250,premium
acer,2014.0,12,14,8,não,0,2,410.0,FULLHD,AMOLED,,2000,250,premium
,2014.0,6,10,8,não,0,4,259.0,HD,TN,não,2000,0,entrada
razer,2010.0,12,12,32,sim,6,2,119.0,FULLHD,AMOLED,não,0,250,jogos_premium
lenovo,2021.0,12,15,12,sim,4,4,193.0,FULLHD,TN,,0,250,jogos_entrada
samsung,2019.0,8,14,4,não,0,3,544.0,FULLHD,AMOLED,sim,0,500,2em1
hp,2019.0,8,11,8,sim,4,4,181.0,FULLHD,VA,não,0,500,jogos_entrada
xiaomi,2016.0,10,14,8,não,0,2,509.0,4K,AMOLED,,0,250,premium
huawei,2014.0,8,11,16,não,0,2,578.0,QUADHD,AMOLED,,1000,250,premium
razer,2010.0,12,19,16,não,0,3,480.0,FULLHD,OLED,,1000,250,premium
huawei,,4,8,16,não,0,3,563.0,QUADHD,OLED,,250,250,premium
xiaomi,2020.0,12,24,8,não,0,2,481.0,4K,OLED,não,0,500,premium
huawei,2022.0,10,18,16,não,0,2,412.0,4K,AMOLED,,0,2000,premium
asus,2020.0,8,11,16,não,0,2,433.0,FULLHD,AMOLED,não,0,500,premium
positivo,2010.0,2,2,6,não,0,3,104.0,HD,IPS,,0,250,entrada
asus,2018.0,8,14,64,não,0,3,519.0,HD,IPS,não,250,0,intermediario
acer,2021.0,10,18,12,não,0,2,130.0,FULLHD,AMOLED,,0,250,2em1
xiaomi,2013.0,10,18,16,não,0,3,448.0,QUADHD,OLED,não,2000,250,premium
lenovo,2023.0,4,6,4,não,0,3,226.0,HD,IPS,,0,2000,intermediario
acer,,4,7,12,sim,4,4,92.0,QUADHD,VA,não,0,250,jogos_intermediarios
samsung,2010.0,4,5,8,sim,4,1,79.0,FULLHD,VA,não,0,250,jogos_entrada
hp,,2,4,4,não,0,2,573.0,FULLHD,OLED,não,2000,250,ultraportatil
apple,2019.0,8,12,8,não,0,2,554.0,QUADHD,AMOLED,não,0,1000,premium
razer,2012.0,10,10,16,sim,6,4,64.0,FULLHD,OLED,não,1000,125,jogos_premium
dell,2022.0,6,12,12,sim,6,4,116.0,FULLHD,VA,não,0,250,jogos_intermediarios
hp,2011.0,12,22,12,sim,6,2,81.0,FULLHD,IPS,não,0,250,jogos_intermediarios
apple,2018.0,10,17,8,não,0,3,509.0,4K,AMOLED,,0,250,premium
xiaomi,2022.0,10,13,8,não,0,3,409.0,FULLHD,AMOLED,não,0,250,premium
hp,2016.0,6,10,12,sim,4,4,31.0,FULLHD,IPS,não,0,250,jogos_entrada
xiaomi,2023.0,4,8,16,não,0,3,496.0,4K,OLED,,0,250,premium
apple,2012.0,12,12,8,não,0,2,,4K,OLED,,0,2000,premium
apple,,12,21,16,não,0,2,560.0,QUADHD,OLED,não,0,1000,premium
xiaomi,2023.0,10,11,16,não,0,2,,FULLHD,OLED,,0,500,premium
positivo,2011.0,4,4,4,não,0,1,229.0,HD,IPS,,2000,0,entrada
positivo,2022.0,8,12,12,não,0,4,227.0,HD,IPS,não,500,1000,entrada
dell,2023.0,12,19,32,sim,12,4,156.0,FULLHD,OLED,,0,250,jogos_premium
acer,2010.0,8,10,32,sim,6,4,92.0,QUADHD,OLED,não,500,2000,jogos_premium
asus,2022.0,6,9,8,não,0,2,502.0,FULLHD,OLED,,0,250,ultraportatil
dell,2023.0,6,10,16,sim,12,4,,4K,OLED,não,0,500,jogos_premium
xiaomi,2021.0,10,14,8,não,0,2,450.0,QUADHD,OLED,não,0,500,premium
positivo,2021.0,10,10,64,não,0,2,260.0,HD,TN,,250,0,entrada
acer,2022.0,6,8,12,sim,6,4,138.0,4K,IPS,,0,250,jogos_intermediarios
hp,2021.0,12,22,12,sim,2,4,153.0,FULLHD,OLED,não,0,250,jogos_entrada
dell,2022.0,8,9,2,não,0,3,501.0,FULLHD,OLED,,0,500,ultraportatil
apple,2022.0,12,17,8,não,0,2,553.0,FULLHD,OLED,não,0,1000,premium
apple,2020.0,4,6,8,não,0,2,458.0,4K,OLED,,0,2000,premium
razer,2018.0,4,7,32,sim,6,1,156.0,4K,AMOLED,,0,2000,jogos_premium
lenovo,2020.0,8,16,12,não,0,3,94.0,FULLHD,IPS,,0,1000,2em1
dell,2020.0,8,8,8,não,0,3,530.0,FULLHD,VA,não,0,250,ultraportatil
huawei,2019.0,4,5,8,não,0,2,493.0,4K,OLED,,0,2000,premium
dell,2016.0,10,17,12,sim,2,3,158.0,FULLHD,VA,,0,1000,jogos_entrada
positivo,2018.0,8,16,32,não,0,3,69.0,HD,IPS,não,1000,0,entrada
dell,2018.0,10,13,6,não,0,3,152.0,FULLHD,AMOLED,sim,0,250,2em1
hp,2017.0,12,17,12,sim,6,1,130.0,FULLHD,VA,não,0,500,jogos_intermediarios
lenovo,2015.0,4,5,2,não,0,4,456.0,HD,IPS,não,0,2000,entrada
hp,2014.0,10,12,8,sim,2,2,82.0,FULLHD,OLED,não,1000,500,jogos_entrada
razer,2012.0,10,17,8,não,0,2,477.0,FULLHD,OLED,não,500,250,premium
dell,2019.0,10,12,8,não,0,2,406.0,FULLHD,IPS,sim,0,250,premium
hp,,6,12,12,sim,4,4,39.0,FULLHD,TN,não,0,250,jogos_entrada
dell,2011.0,6,7,12,sim,6,3,105.0,FULLHD,TN,,1000,250,jogos_intermediarios
hp,2016.0,8,12,16,sim,6,1,89.0,FULLHD,VA,não,0,1000,jogos_intermediarios
asus,2015.0,4,5,2,não,0,3,,FULLHD,IPS,,0,2000,ultraportatil
samsung,2016.0,8,10,2,não,0,2,399.0,FULLHD,AMOLED,,0,250,2em1
xiaomi,2015.0,4,7,8,não,0,2,457.0,QUADHD,AMOLED,,0,2000,premium
razer,2016.0,6,11,16,não,0,2,455.0,4K,AMOLED,não,0,250,premium
huawei,2015.0,12,21,8,não,0,3,437.0,QUADHD,OLED,não,0,1000,premium
xiaomi,2014.0,10,11,16,não,0,3,588.0,4K,AMOLED,não,0,2000,premium
xiaomi,2022.0,4,6,8,não,0,3,420.0,QUADHD,AMOLED,,0,1000,premium
xiaomi,2021.0,8,9,16,não,0,3,460.0,QUADHD,AMOLED,não,0,250,premium
huawei,2022.0,10,14,8,não,0,3,,QUADHD,OLED,,0,2000,premium
asus,2023.0,10,20,64,não,0,3,333.0,FULLHD,IPS,sim,0,250,2em1
huawei,2015.0,10,18,8,não,0,2,,4K,AMOLED,,0,500,premium
lenovo,2023.0,6,10,12,sim,4,4,195.0,FULLHD,TN,não,0,250,jogos_entrada
huawei,2011.0,8,16,16,não,0,2,451.0,QUADHD,AMOLED,,2000,250,premium
huawei,2021.0,4,4,8,não,0,3,573.0,4K,AMOLED,,0,250,premium
apple,2010.0,12,17,16,não,0,2,524.0,4K,OLED,,250,250,premium
dell,2014.0,6,6,2,não,0,3,,FULLHD,AMOLED,,2000,250,2em1
samsung,2011.0,12,19,32,sim,6,1,,4K,OLED,,2000,500,jogos_premium
acer,2018.0,4,4,16,sim,6,1,78.0,4K,AMOLED,não,0,250,jogos_premium
hp,2021.0,12,14,6,não,0,2,528.0,FULLHD,VA,não,0,2000,ultraportatil
lenovo,2019.0,10,10,16,sim,6,4,173.0,QUADHD,OLED,,0,250,jogos_intermediarios
razer,2020.0,8,16,8,não,0,2,457.0,FULLHD,AMOLED,,0,500,premium
apple,2022.0,8,10,8,não,0,2,438.0,FULLHD,OLED,não,0,2000,premium
lenovo,2015.0,10,11,32,sim,6,4,67.0,FULLHD,AMOLED,,0,500,jogos_premium
dell,,12,18,16,não,0,2,433.0,4K,OLED,,0,250,premium
xiaomi,2012.0,12,16,8,não,0,3,405.0,QUADHD,AMOLED,não,0,1000,premium
positivo,2022.0,12,23,4,não,0,4,,HD,TN,,250,500,entrada
acer,,10,19,16,sim,4,3,,FULLHD,TN,não,500,2000,jogos_intermediarios
dell,,4,5,32,não,0,2,417.0,HD,IPS,,0,250,entrada
acer,2020.0,10,20,2,não,0,3,516.0,FULLHD,AMOLED,sim,0,250,2em1
razer,2021.0,10,13,16,sim,6,4,187.0,QUADHD,AMOLED,,0,250,jogos_premium
