idade,emprego,estado_civil,educacao,saldo_bancario,possui_casa,emprestimo,dia,mes,duracao,qtd_contato,deposito
47.0,entrepreneur,,tertiary,0,no,no,18,nov,,2.0,no
56.0,management,divorced,tertiary,442,no,no,28,may,,3.0,no
45.0,blue-collar,,secondary,0,no,no,30,jul,25.0,2.0,no
53.0,housemaid,,secondary,1182,yes,no,7,sep,,1.0,no
56.0,blue-collar,,secondary,316,yes,no,19,may,27.0,1.0,no
59.0,technician,,secondary,316,no,no,14,aug,200.0,4.0,no
34.0,management,,tertiary,402,no,no,26,may,147.0,1.0,no
45.0,unemployed,,primary,8725,no,no,8,jul,286.0,2.0,no
32.0,technician,,unknown,102,yes,no,21,may,12.0,11.0,no
60.0,self-employed,,secondary,0,no,no,6,jun,,1.0,no
54.0,blue-collar,divorced,secondary,615,no,yes,20,nov,230.0,1.0,no
41.0,services,,secondary,0,yes,no,5,may,,2.0,no
44.0,blue-collar,,secondary,3060,yes,no,20,apr,,2.0,no
40.0,technician,,secondary,990,yes,no,6,feb,252.0,3.0,no
40.0,services,divorced,primary,1937,yes,no,2,jun,,1.0,no
29.0,technician,,secondary,428,no,no,14,jul,131.0,4.0,no
28.0,technician,,secondary,655,yes,no,9,may,179.0,2.0,no
35.0,management,,tertiary,16,no,no,19,nov,185.0,1.0,no
33.0,management,,tertiary,2044,yes,no,15,may,,3.0,no
33.0,management,,tertiary,20,no,no,21,aug,329.0,2.0,no
50.0,retired,,primary,29,no,no,20,jun,135.0,5.0,no
56.0,management,,primary,-155,yes,no,17,nov,282.0,1.0,no
37.0,management,,tertiary,340,no,no,11,aug,,4.0,no
53.0,technician,,secondary,1776,no,no,18,jun,443.0,7.0,no
27.0,blue-collar,,secondary,23,no,no,26,feb,590.0,2.0,no
46.0,technician,,secondary,863,yes,no,3,feb,67.0,3.0,no
36.0,blue-collar,divorced,secondary,7051,no,yes,15,jul,,13.0,no
37.0,admin.,,secondary,1049,no,no,31,jul,126.0,5.0,no
28.0,admin.,,tertiary,174,yes,yes,11,feb,56.0,1.0,no
40.0,blue-collar,,primary,137,no,yes,10,jul,214.0,1.0,no
48.0,blue-collar,,primary,783,no,yes,6,aug,,2.0,no
46.0,services,,primary,116,yes,no,18,may,267.0,4.0,no
39.0,technician,,primary,2118,yes,no,17,apr,266.0,2.0,no
37.0,management,,tertiary,10269,yes,no,18,may,28.0,2.0,no
26.0,admin.,,secondary,141,yes,no,18,may,19.0,4.0,no
35.0,blue-collar,divorced,primary,13,no,yes,9,jul,364.0,1.0,no
37.0,management,,tertiary,0,no,no,7,jul,643.0,3.0,no
32.0,entrepreneur,,secondary,1996,yes,no,18,nov,271.0,1.0,no
31.0,admin.,,secondary,1129,yes,no,18,may,145.0,3.0,no
36.0,housemaid,,tertiary,561,no,no,6,jun,274.0,2.0,no
36.0,management,,tertiary,539,no,no,11,aug,176.0,1.0,no
38.0,services,,secondary,-349,yes,no,20,apr,,2.0,no
45.0,admin.,,secondary,6971,no,no,22,may,119.0,1.0,no
58.0,housemaid,,tertiary,497,no,no,11,jun,138.0,5.0,no
34.0,management,,tertiary,362,yes,no,30,may,38.0,3.0,no
51.0,blue-collar,,primary,4497,yes,no,15,may,276.0,3.0,no
38.0,technician,,tertiary,2496,no,no,17,jun,193.0,1.0,no
73.0,retired,,secondary,2850,no,no,8,oct,512.0,1.0,no
57.0,technician,,primary,0,no,no,5,jun,58.0,,no
45.0,management,,tertiary,1199,no,no,3,feb,221.0,2.0,no
34.0,technician,divorced,tertiary,66,no,yes,5,feb,,1.0,no
48.0,admin.,,unknown,3756,no,no,14,aug,65.0,10.0,no
39.0,blue-collar,,secondary,1170,no,no,6,jun,383.0,1.0,no
35.0,technician,,tertiary,944,no,no,8,aug,351.0,2.0,no
58.0,management,divorced,tertiary,50,yes,no,3,jun,,4.0,no
36.0,management,,tertiary,171,no,no,17,jun,398.0,4.0,no
43.0,services,,secondary,122,yes,no,5,may,355.0,2.0,no
34.0,blue-collar,divorced,secondary,1780,yes,no,2,jun,187.0,9.0,no
52.0,technician,,secondary,136,no,no,28,aug,,5.0,no
36.0,unknown,,secondary,179,no,no,8,aug,14.0,,no
32.0,blue-collar,,secondary,232,no,no,13,dec,232.0,1.0,no
23.0,student,,tertiary,82,no,no,4,may,289.0,4.0,no
57.0,blue-collar,,primary,630,yes,no,29,may,52.0,1.0,no
43.0,blue-collar,,primary,1202,no,no,30,may,295.0,1.0,no
33.0,admin.,,tertiary,867,yes,no,14,apr,247.0,1.0,no
45.0,management,divorced,tertiary,6200,no,no,29,jul,,2.0,no
31.0,admin.,,secondary,-422,yes,no,18,may,64.0,2.0,no
41.0,self-employed,,unknown,426,yes,no,19,jun,75.0,1.0,no
47.0,management,divorced,tertiary,107,no,no,15,may,246.0,1.0,no
39.0,services,divorced,secondary,-96,yes,yes,12,may,38.0,6.0,no
47.0,blue-collar,,secondary,581,yes,no,26,aug,,6.0,no
57.0,technician,,secondary,402,yes,no,6,may,153.0,3.0,no
52.0,blue-collar,,secondary,555,yes,no,12,may,314.0,2.0,no
45.0,admin.,,secondary,67,no,no,5,feb,326.0,2.0,no
42.0,management,,tertiary,72,yes,no,20,apr,124.0,2.0,no
32.0,self-employed,,secondary,1942,yes,no,30,may,,9.0,no
31.0,technician,,secondary,373,no,no,22,aug,346.0,5.0,no
25.0,blue-collar,,secondary,84,yes,no,18,may,6.0,2.0,no
30.0,technician,,secondary,394,no,no,22,aug,216.0,13.0,no
33.0,blue-collar,,primary,925,no,no,20,nov,884.0,3.0,no
29.0,blue-collar,,secondary,0,yes,no,11,may,116.0,6.0,no
55.0,retired,,secondary,6690,no,no,30,apr,534.0,1.0,no
51.0,admin.,,secondary,4178,yes,no,30,may,556.0,1.0,no
68.0,retired,,secondary,20723,yes,no,28,apr,318.0,2.0,no
29.0,services,,secondary,887,no,no,4,feb,343.0,1.0,no
35.0,self-employed,,secondary,598,yes,no,20,apr,245.0,1.0,no
38.0,technician,,secondary,1,yes,no,21,nov,57.0,5.0,no
39.0,management,divorced,secondary,4314,yes,no,20,nov,141.0,4.0,no
47.0,technician,,tertiary,2155,no,no,20,jun,178.0,3.0,no
22.0,management,,tertiary,760,no,no,7,dec,6.0,1.0,no
44.0,admin.,,secondary,1248,yes,yes,8,may,428.0,3.0,no
38.0,technician,,tertiary,5122,yes,no,20,nov,370.0,1.0,no
56.0,services,divorced,secondary,191,no,no,23,jul,335.0,3.0,no
56.0,management,,secondary,230,no,no,9,may,73.0,4.0,no
54.0,management,divorced,tertiary,7010,no,no,11,mar,275.0,2.0,no
39.0,services,,secondary,1970,yes,no,8,jun,30.0,1.0,no
36.0,blue-collar,,secondary,3935,yes,yes,27,may,220.0,6.0,no
42.0,admin.,,secondary,437,yes,no,11,aug,120.0,3.0,no
51.0,technician,divorced,secondary,2323,yes,yes,18,aug,151.0,10.0,no
32.0,management,,tertiary,2213,no,no,29,jan,125.0,2.0,no
31.0,management,,tertiary,84,no,yes,1,jul,143.0,1.0,no
23.0,technician,,secondary,4545,no,no,3,jun,200.0,1.0,no
21.0,student,,unknown,200,no,no,1,jun,8.0,1.0,no
45.0,admin.,,secondary,206,yes,no,5,may,193.0,1.0,no
51.0,technician,,secondary,2937,no,no,21,nov,30.0,3.0,no
36.0,unemployed,,tertiary,221,no,no,3,feb,225.0,4.0,no
56.0,blue-collar,,secondary,1521,yes,yes,21,nov,19.0,2.0,no
41.0,technician,,secondary,102,yes,yes,14,may,387.0,9.0,no
57.0,retired,,secondary,519,yes,no,3,jun,393.0,3.0,no
55.0,blue-collar,,secondary,660,no,no,5,jun,348.0,1.0,no
34.0,management,divorced,tertiary,500,yes,no,29,may,399.0,1.0,no
32.0,admin.,,secondary,1661,yes,no,5,feb,,1.0,no
41.0,blue-collar,,unknown,961,yes,no,29,may,117.0,1.0,no
32.0,admin.,divorced,secondary,-273,yes,no,5,may,64.0,1.0,no
53.0,management,,tertiary,7067,no,no,6,jun,,3.0,no
43.0,blue-collar,,unknown,285,yes,no,15,may,22.0,6.0,no
27.0,services,,secondary,221,no,yes,7,jul,554.0,1.0,no
48.0,technician,,secondary,479,no,no,20,may,148.0,5.0,no
33.0,services,,tertiary,1595,yes,no,26,may,296.0,1.0,no
41.0,management,,tertiary,65,yes,no,6,may,524.0,2.0,no
33.0,admin.,,tertiary,640,no,no,24,jul,318.0,1.0,no
25.0,management,,tertiary,490,no,no,7,sep,394.0,1.0,no
38.0,management,,tertiary,1440,no,no,11,aug,,2.0,no
43.0,self-employed,,secondary,918,yes,no,6,may,193.0,1.0,no
56.0,management,,tertiary,6507,yes,yes,29,jan,134.0,1.0,no
28.0,services,,secondary,4,yes,no,27,jun,133.0,5.0,no
52.0,self-employed,,tertiary,2289,yes,yes,21,nov,,1.0,no
32.0,management,,tertiary,131,no,no,3,jun,267.0,3.0,no
33.0,services,,secondary,1852,no,no,25,feb,371.0,1.0,no
31.0,technician,,tertiary,-749,yes,yes,29,jul,,4.0,no
54.0,technician,,secondary,719,yes,no,2,feb,242.0,1.0,no
36.0,technician,,secondary,4613,no,no,2,apr,320.0,1.0,no
40.0,admin.,,secondary,664,no,no,19,nov,188.0,2.0,no
32.0,admin.,,tertiary,291,no,no,28,jan,223.0,6.0,no
27.0,student,,tertiary,24,yes,no,2,feb,344.0,2.0,no
42.0,technician,,secondary,823,yes,no,28,jan,137.0,1.0,no
30.0,management,,tertiary,1235,yes,no,28,jul,,3.0,no
43.0,technician,,secondary,1195,yes,no,15,may,516.0,9.0,no
44.0,management,,unknown,21,no,no,24,aug,323.0,2.0,no
46.0,technician,,secondary,363,yes,no,6,aug,209.0,3.0,no
36.0,blue-collar,,secondary,0,no,no,19,jun,238.0,1.0,no
44.0,blue-collar,,primary,0,yes,no,24,jul,184.0,1.0,no
30.0,management,,tertiary,136,yes,no,23,may,152.0,1.0,no
34.0,admin.,,secondary,846,yes,no,17,apr,758.0,2.0,no
20.0,student,,primary,0,no,no,1,feb,143.0,5.0,no
31.0,services,,secondary,505,no,no,11,jul,773.0,3.0,no
34.0,blue-collar,,primary,3986,yes,no,17,apr,345.0,2.0,no
27.0,technician,,tertiary,11862,no,no,25,may,281.0,5.0,no
47.0,management,,primary,145,no,yes,1,jul,163.0,1.0,no
56.0,management,divorced,tertiary,2037,no,no,6,may,160.0,1.0,no
45.0,technician,divorced,secondary,441,yes,no,2,feb,535.0,1.0,no
35.0,blue-collar,,primary,105,yes,no,8,may,369.0,2.0,no
32.0,technician,,secondary,465,yes,no,12,may,210.0,2.0,no
44.0,entrepreneur,,secondary,320,yes,yes,5,feb,269.0,3.0,no
38.0,services,,secondary,-762,yes,yes,30,may,408.0,2.0,no
32.0,management,,tertiary,316,yes,no,29,jan,215.0,3.0,no
58.0,admin.,,unknown,903,no,no,28,jan,56.0,1.0,no
35.0,management,,tertiary,123,yes,no,9,may,,3.0,no
40.0,blue-collar,,secondary,273,yes,no,19,jun,1082.0,1.0,no
36.0,technician,,secondary,1345,yes,no,30,may,231.0,3.0,no
52.0,blue-collar,,secondary,1027,no,no,23,jul,59.0,1.0,no
35.0,technician,,secondary,1855,yes,no,7,may,138.0,1.0,no
38.0,services,,secondary,1315,no,no,20,jun,23.0,12.0,no
43.0,admin.,,secondary,59,yes,no,15,jul,60.0,3.0,no
43.0,admin.,,secondary,2682,no,no,30,jul,,,no
35.0,management,,tertiary,2682,yes,no,9,jul,156.0,1.0,no
40.0,services,,secondary,3164,yes,no,3,apr,329.0,2.0,no
49.0,technician,divorced,secondary,342,no,yes,19,nov,58.0,3.0,no
35.0,services,,secondary,1742,yes,no,31,jul,39.0,2.0,no
42.0,technician,divorced,secondary,-106,yes,no,29,may,,1.0,no
29.0,unemployed,,unknown,67,no,no,28,jan,330.0,2.0,no
26.0,technician,,secondary,430,no,no,5,feb,450.0,2.0,no
44.0,blue-collar,,primary,-234,yes,yes,15,may,71.0,3.0,no
29.0,management,,tertiary,0,yes,no,13,may,155.0,1.0,no
36.0,blue-collar,,secondary,-206,yes,no,8,may,177.0,2.0,no
30.0,technician,,secondary,656,no,yes,4,jul,523.0,1.0,no
52.0,retired,,secondary,603,no,yes,9,jun,,1.0,no
55.0,admin.,,secondary,1102,yes,no,15,may,126.0,2.0,no
30.0,services,,secondary,117,no,no,28,jan,135.0,1.0,no
29.0,technician,,secondary,-13,yes,no,14,may,512.0,3.0,no
27.0,admin.,,tertiary,1993,yes,no,5,may,,5.0,no
58.0,retired,divorced,unknown,5920,yes,no,21,nov,,1.0,no
33.0,services,,secondary,881,yes,no,21,may,67.0,5.0,no
48.0,admin.,,secondary,0,yes,no,17,jul,,4.0,no
39.0,housemaid,,secondary,953,no,no,30,jan,23.0,6.0,no
55.0,blue-collar,,primary,781,yes,no,3,feb,,3.0,no
40.0,blue-collar,,primary,1530,yes,no,20,apr,8.0,3.0,no
33.0,management,,tertiary,2667,yes,no,18,may,57.0,1.0,no
56.0,admin.,,secondary,5310,no,no,19,jun,74.0,1.0,no
42.0,blue-collar,,secondary,1468,yes,no,28,may,136.0,1.0,no
43.0,unknown,,primary,0,yes,no,9,jul,132.0,1.0,no
41.0,management,,tertiary,144,no,no,27,feb,123.0,3.0,no
58.0,admin.,,secondary,247,no,yes,20,jun,66.0,6.0,no
29.0,blue-collar,,primary,258,yes,no,26,may,130.0,1.0,no
38.0,management,,tertiary,595,yes,no,18,nov,70.0,1.0,no
49.0,blue-collar,divorced,secondary,259,no,no,16,may,283.0,2.0,no
55.0,self-employed,,secondary,2408,no,no,9,apr,327.0,2.0,no
53.0,management,,tertiary,1356,yes,no,5,aug,397.0,2.0,no
56.0,admin.,,secondary,292,yes,no,28,may,228.0,9.0,no
31.0,management,,tertiary,2384,yes,no,14,apr,608.0,2.0,no
29.0,technician,,secondary,307,yes,no,3,feb,216.0,1.0,no
48.0,admin.,,secondary,292,yes,yes,29,jul,164.0,6.0,no
43.0,blue-collar,,primary,3131,yes,no,3,jun,441.0,3.0,no
29.0,technician,,secondary,0,no,no,12,may,33.0,2.0,no
39.0,management,,tertiary,2258,yes,no,31,jul,255.0,2.0,no
53.0,management,,tertiary,1348,no,yes,17,jul,120.0,3.0,no
48.0,blue-collar,,secondary,741,yes,no,16,apr,227.0,1.0,no
34.0,management,,tertiary,0,no,no,22,apr,176.0,1.0,no
52.0,management,,tertiary,741,no,no,7,aug,63.0,2.0,no
30.0,admin.,,secondary,521,yes,no,19,nov,648.0,1.0,no
45.0,entrepreneur,,primary,5315,yes,yes,15,may,262.0,2.0,no
54.0,management,,secondary,1660,no,no,20,nov,337.0,3.0,no
44.0,self-employed,,unknown,163,yes,no,12,aug,44.0,1.0,no
35.0,entrepreneur,,secondary,1163,yes,no,20,may,284.0,1.0,no
34.0,technician,,tertiary,122,no,no,27,may,73.0,5.0,no
22.0,student,,unknown,1,no,no,15,jun,263.0,4.0,no
65.0,retired,,primary,493,no,no,16,oct,622.0,1.0,no
49.0,management,,unknown,0,no,no,19,nov,,2.0,no
38.0,management,,unknown,715,yes,no,2,apr,951.0,1.0,no
28.0,technician,,tertiary,558,yes,no,15,may,300.0,1.0,no
33.0,technician,,tertiary,16992,yes,no,29,may,58.0,1.0,no
34.0,management,,tertiary,179,yes,no,20,nov,184.0,1.0,no
26.0,student,,unknown,198,no,no,5,feb,161.0,1.0,no
37.0,blue-collar,,primary,152,yes,no,17,apr,252.0,2.0,no
40.0,blue-collar,,primary,2805,yes,no,14,may,173.0,6.0,no
28.0,services,,secondary,6332,yes,no,7,may,149.0,1.0,no
31.0,technician,,secondary,2420,yes,no,19,nov,166.0,1.0,no
42.0,management,,secondary,580,no,no,22,aug,67.0,2.0,no
34.0,technician,divorced,secondary,259,no,no,11,aug,316.0,2.0,no
34.0,services,,secondary,-451,yes,yes,23,jul,498.0,1.0,no
53.0,management,,tertiary,261,no,no,19,aug,,2.0,no
55.0,entrepreneur,,tertiary,323,yes,yes,13,may,200.0,1.0,no
51.0,entrepreneur,,tertiary,0,no,no,30,jan,643.0,1.0,no
58.0,retired,,secondary,235,no,no,27,aug,,4.0,no
35.0,blue-collar,,primary,526,yes,no,2,feb,914.0,2.0,no
35.0,blue-collar,,primary,4366,yes,no,28,may,173.0,3.0,no
31.0,technician,,tertiary,0,yes,yes,13,may,164.0,2.0,no
32.0,student,,secondary,833,yes,no,2,nov,227.0,5.0,no
59.0,retired,,primary,-13,no,no,11,aug,,1.0,no
50.0,management,divorced,tertiary,405,no,no,2,apr,,6.0,no
37.0,blue-collar,,primary,3517,yes,no,23,may,445.0,1.0,no
30.0,services,,secondary,699,yes,no,29,may,544.0,1.0,no
41.0,blue-collar,,primary,943,yes,no,29,may,242.0,3.0,no
43.0,blue-collar,,primary,794,yes,no,13,may,38.0,3.0,no
34.0,blue-collar,,primary,503,yes,no,26,may,120.0,2.0,no
42.0,management,,tertiary,-700,yes,no,14,may,,1.0,no
33.0,management,,tertiary,644,no,no,11,aug,,2.0,no
26.0,services,,secondary,335,no,no,29,jan,393.0,2.0,no
32.0,technician,,secondary,719,yes,no,28,may,,6.0,no
41.0,management,,tertiary,-195,no,yes,20,nov,,1.0,no
49.0,technician,divorced,secondary,972,no,no,16,nov,,3.0,no
51.0,blue-collar,,primary,5050,no,yes,16,jun,75.0,7.0,no
43.0,blue-collar,,primary,232,no,yes,15,may,45.0,1.0,no
45.0,services,,primary,2406,yes,yes,20,apr,,2.0,no
42.0,entrepreneur,,secondary,324,yes,no,15,jul,528.0,3.0,no
37.0,blue-collar,,secondary,168,yes,no,17,apr,266.0,2.0,no
59.0,retired,,secondary,374,no,no,29,aug,272.0,2.0,no
31.0,services,,secondary,658,no,no,22,may,,1.0,no
22.0,admin.,,secondary,-1,yes,no,9,may,136.0,1.0,no
30.0,self-employed,,secondary,280,no,no,5,may,,3.0,no
52.0,admin.,divorced,unknown,0,no,no,26,aug,168.0,4.0,no
50.0,self-employed,,primary,0,no,no,22,aug,125.0,4.0,no
34.0,admin.,,secondary,2064,yes,no,26,may,165.0,2.0,no
30.0,blue-collar,,secondary,128,yes,no,14,may,273.0,1.0,no
56.0,blue-collar,,primary,0,yes,no,17,jul,,1.0,no
31.0,technician,,secondary,863,yes,no,3,feb,146.0,1.0,no
51.0,admin.,,secondary,50,no,no,26,aug,178.0,2.0,no
33.0,services,,secondary,187,yes,no,20,apr,168.0,3.0,no
47.0,blue-collar,,secondary,-614,yes,no,26,may,118.0,2.0,no
46.0,technician,,tertiary,841,yes,no,6,may,158.0,1.0,no
44.0,services,divorced,secondary,206,yes,no,14,may,,1.0,no
51.0,blue-collar,,secondary,984,yes,no,7,apr,353.0,4.0,no
39.0,technician,,secondary,201,no,yes,6,jun,148.0,4.0,no
41.0,technician,,tertiary,585,yes,no,20,apr,60.0,1.0,no
33.0,management,,tertiary,8514,no,no,20,aug,131.0,1.0,no
31.0,admin.,,secondary,728,yes,yes,15,may,152.0,1.0,no
60.0,entrepreneur,divorced,secondary,80,yes,no,15,may,397.0,1.0,no
34.0,technician,,secondary,1246,no,no,28,may,,3.0,no
58.0,services,,secondary,818,no,no,22,aug,283.0,1.0,no
36.0,admin.,,unknown,1815,no,no,5,jun,387.0,1.0,no
42.0,technician,,secondary,0,no,no,30,jul,351.0,2.0,no
44.0,services,divorced,secondary,210,no,yes,12,may,,2.0,no
31.0,services,,secondary,71,yes,no,17,jul,740.0,2.0,no
51.0,blue-collar,,primary,1869,no,no,17,jun,30.0,3.0,no
59.0,admin.,,primary,1040,no,no,31,jul,733.0,1.0,no
33.0,admin.,,secondary,920,no,no,13,aug,,1.0,no
47.0,blue-collar,,secondary,668,yes,no,4,may,230.0,6.0,no
43.0,management,divorced,tertiary,36,no,no,13,feb,61.0,1.0,no
44.0,housemaid,,primary,-972,yes,yes,16,may,,2.0,no
29.0,admin.,,secondary,382,yes,no,12,may,460.0,1.0,no
30.0,admin.,,secondary,-170,yes,yes,26,may,130.0,1.0,no
43.0,management,,unknown,5172,yes,no,29,may,57.0,3.0,no
53.0,technician,,tertiary,1,no,no,21,aug,190.0,1.0,no
46.0,blue-collar,,secondary,922,yes,no,18,nov,296.0,2.0,no
41.0,management,,tertiary,3016,yes,no,14,jul,,3.0,no
44.0,blue-collar,,primary,0,yes,no,30,jul,,2.0,no
38.0,management,,tertiary,1101,yes,no,9,nov,43.0,1.0,no
43.0,management,divorced,tertiary,3578,no,no,29,jan,376.0,2.0,no
41.0,blue-collar,,primary,0,yes,yes,6,may,238.0,1.0,no
44.0,blue-collar,,secondary,0,yes,no,21,jul,,1.0,no
31.0,blue-collar,,secondary,-190,yes,yes,8,may,299.0,3.0,no
59.0,self-employed,,tertiary,185,no,no,4,feb,283.0,1.0,no
30.0,management,,tertiary,156,yes,no,9,jun,174.0,9.0,no
35.0,blue-collar,,secondary,503,yes,yes,9,may,57.0,2.0,no
57.0,retired,,secondary,485,no,no,2,feb,,2.0,no
53.0,technician,divorced,secondary,392,yes,no,28,jan,70.0,1.0,no
35.0,blue-collar,,secondary,625,no,no,13,may,267.0,1.0,no
49.0,services,,primary,468,no,no,5,aug,608.0,2.0,no
41.0,management,,secondary,280,yes,no,2,jun,,1.0,no
40.0,services,,secondary,181,yes,no,16,may,370.0,1.0,no
57.0,admin.,,unknown,1401,no,no,21,aug,,22.0,no
38.0,management,,unknown,1349,yes,no,6,may,,1.0,no
49.0,services,,primary,5737,yes,no,29,may,417.0,2.0,no
38.0,management,,tertiary,1187,yes,yes,2,feb,157.0,1.0,no
26.0,admin.,,secondary,5231,no,yes,17,jul,222.0,2.0,no
34.0,admin.,,secondary,3185,yes,no,13,may,520.0,1.0,no
58.0,management,,tertiary,3228,no,no,19,aug,58.0,2.0,no
30.0,services,,secondary,80,yes,no,8,may,185.0,2.0,no
52.0,blue-collar,divorced,primary,2800,no,no,19,jun,149.0,1.0,no
30.0,technician,,tertiary,10,no,no,26,aug,276.0,,no
52.0,blue-collar,,secondary,331,no,no,8,aug,,4.0,no
34.0,entrepreneur,,secondary,223,no,yes,11,aug,,6.0,no
33.0,blue-collar,,primary,0,no,no,8,may,174.0,1.0,no
34.0,admin.,,tertiary,35,yes,no,15,oct,,1.0,no
23.0,admin.,,secondary,299,yes,no,19,jun,,1.0,no
37.0,blue-collar,,primary,240,yes,no,11,may,259.0,1.0,no
59.0,management,,unknown,3534,no,no,21,nov,216.0,4.0,no
42.0,management,,tertiary,223,no,no,6,aug,,6.0,no
50.0,admin.,divorced,secondary,-194,yes,no,13,apr,238.0,2.0,no
41.0,technician,divorced,secondary,1545,no,yes,13,aug,183.0,2.0,no
34.0,technician,,secondary,440,yes,no,6,may,445.0,2.0,no
57.0,management,,primary,2538,no,yes,17,jul,485.0,2.0,no
52.0,services,,unknown,337,yes,no,19,may,,3.0,no
61.0,retired,,unknown,-492,no,yes,4,jul,333.0,1.0,no
31.0,technician,,tertiary,53,no,no,28,jan,,2.0,no
27.0,student,,secondary,91,no,no,4,dec,157.0,6.0,no
48.0,blue-collar,,primary,316,no,no,5,jun,560.0,2.0,no
27.0,management,,unknown,3196,no,no,9,feb,10.0,2.0,no
37.0,blue-collar,,secondary,2697,yes,no,20,apr,430.0,1.0,no
28.0,student,,tertiary,3,no,no,11,nov,135.0,2.0,no
34.0,services,,secondary,244,no,no,4,feb,696.0,2.0,no
42.0,services,,unknown,410,no,no,21,nov,34.0,2.0,no
39.0,admin.,,secondary,159,no,no,19,nov,177.0,1.0,no
30.0,management,,tertiary,6432,yes,no,21,nov,206.0,2.0,no
35.0,blue-collar,,secondary,-701,yes,yes,7,may,531.0,3.0,no
43.0,housemaid,,primary,24,no,no,31,jul,35.0,2.0,no
33.0,management,,tertiary,296,no,no,16,jul,,2.0,no
24.0,blue-collar,,secondary,1,yes,no,11,may,,2.0,no
39.0,technician,,secondary,1965,yes,no,2,jun,65.0,1.0,no
27.0,technician,,tertiary,501,no,yes,30,jan,370.0,4.0,no
50.0,blue-collar,,secondary,3558,no,no,26,aug,,10.0,no
30.0,blue-collar,,secondary,177,yes,no,9,apr,62.0,2.0,no
52.0,technician,divorced,secondary,204,no,no,7,aug,134.0,2.0,no
30.0,admin.,,secondary,46,yes,no,6,may,,2.0,no
35.0,technician,divorced,secondary,2047,yes,no,1,oct,66.0,1.0,no
36.0,admin.,,secondary,810,yes,no,17,jun,296.0,1.0,no
39.0,management,,tertiary,1914,no,no,18,aug,,4.0,no
43.0,admin.,,secondary,56831,no,no,15,may,243.0,1.0,no
43.0,admin.,,secondary,386,no,no,12,oct,242.0,1.0,no
46.0,admin.,,primary,469,yes,no,2,feb,75.0,1.0,no
33.0,admin.,,tertiary,69,no,yes,4,may,,2.0,no
56.0,entrepreneur,,tertiary,-124,yes,no,15,may,374.0,5.0,no
60.0,retired,,primary,600,no,no,19,aug,,6.0,no
48.0,management,,tertiary,3842,no,no,1,oct,168.0,1.0,no
31.0,blue-collar,,secondary,-720,yes,yes,15,may,,2.0,no
36.0,blue-collar,,secondary,1127,yes,no,10,jul,455.0,1.0,no
24.0,student,,secondary,423,yes,no,5,may,226.0,3.0,no
27.0,blue-collar,,secondary,-59,no,yes,8,jul,154.0,3.0,no
36.0,admin.,,secondary,0,yes,yes,11,may,,1.0,no
29.0,technician,,tertiary,1489,yes,no,28,may,430.0,1.0,no
42.0,self-employed,,secondary,0,no,no,14,aug,277.0,4.0,no
44.0,management,,tertiary,1451,yes,no,5,feb,,7.0,no
42.0,blue-collar,,unknown,452,yes,no,17,nov,359.0,2.0,no
39.0,entrepreneur,,secondary,283,yes,no,26,may,126.0,2.0,no
45.0,management,,tertiary,16,no,no,31,jul,59.0,2.0,no
36.0,blue-collar,,primary,973,yes,yes,23,may,293.0,1.0,no
34.0,blue-collar,,secondary,1257,yes,no,26,may,,7.0,no
43.0,technician,,secondary,-1701,yes,no,26,may,285.0,1.0,no
32.0,blue-collar,,secondary,567,yes,no,7,may,275.0,2.0,no
38.0,technician,,tertiary,-1,no,no,8,aug,188.0,4.0,no
29.0,blue-collar,,secondary,3310,no,no,1,sep,367.0,1.0,no
28.0,blue-collar,,primary,115,yes,no,28,may,,4.0,no
33.0,management,,tertiary,321,no,no,22,aug,227.0,2.0,no
43.0,admin.,,secondary,71,no,no,7,may,180.0,5.0,no
42.0,unemployed,divorced,secondary,759,no,no,28,jan,,1.0,no
33.0,management,,tertiary,23,yes,yes,6,feb,150.0,1.0,no
32.0,technician,,secondary,3297,no,no,11,aug,,2.0,no
42.0,housemaid,,secondary,578,no,no,28,jan,44.0,1.0,no
42.0,housemaid,,primary,4279,yes,no,22,jul,,1.0,no
29.0,blue-collar,,secondary,234,yes,no,8,may,139.0,1.0,no
27.0,management,,tertiary,1137,yes,no,8,may,26.0,1.0,no
38.0,management,,tertiary,8669,yes,no,20,apr,5.0,3.0,no
45.0,entrepreneur,,primary,488,yes,no,28,jul,,11.0,no
32.0,management,,tertiary,1077,no,no,5,aug,200.0,1.0,no
33.0,technician,,secondary,4790,yes,no,20,apr,137.0,1.0,no
48.0,technician,,secondary,256,yes,no,29,may,150.0,4.0,no
53.0,blue-collar,,secondary,974,yes,no,26,may,197.0,2.0,no
23.0,technician,,unknown,231,yes,no,7,may,560.0,3.0,no
41.0,blue-collar,,secondary,196,yes,no,13,may,488.0,1.0,no
